file,tweet,sent,tokenized
text-query-tweets2021-04-02.json,"I HATE https://t.co/DA2JmgKJj9 ADS. 
You look up a Gantt chart ONCE and the algorithm adds it to EVERY SINGLE VIDEO for the next 5 months",Negative,i hate http //t.co/da2jmgkjj9 ads you look up a gantt chart once and the algorithm add it to every single video for the next 5 month
text-query-tweets2021-04-02.json,"Hi @MKBHD @AndyManganelli 
Asana or Trello or https://t.co/qF6bW5uMrQ",Positive,hi mkbhd andymanganelli asana or trello or http //t.co/qf6bw5umrq
text-query-tweets2021-04-02.json,@k3vk4 @Atlassian @Jira It depends on the functionality you need. Our Work OS has more capabilities for teams looking for a more powerful and flexible solution. Check out a comparison here: https://t.co/Ah7QSwhChv 🙂,Negative,k3vk4 atlassian jira it depend on the functionality you need our work os have more capability for team look for a more powerful and flexible solution check out a comparison here http //t.co/ah7qswhchv 🙂
text-query-tweets2021-04-02.json,"@ryanam26 Monday .com is good too, very flexible and basic.

But not super integrated.",Negative,ryanam26 monday .com be good too very flexible and basic but not super integrate
text-query-tweets2021-04-02.json,"@NakatineLoL 🕶️🕶️🕶️

J'attends !
https://t.co/1PXyMIYS2P",Negative,nakatinelol 🕶️🕶️🕶️ j'attends http //t.co/1pxymiys2p
text-query-tweets2021-04-02.json,@aleyda @remotersnet https://t.co/bv97b6azPF I have a team in 3 different states. It’s a great tool to track projects and progress,Positive,aleyda remotersnet http //t.co/bv97b6azpf i have a team in 3 different state it ’ s a great tool to track project and progress
text-query-tweets2021-04-02.json,"What are some new tools you have discovered this year? 

https://t.co/b6PrMlA0d1",Positive,what be some new tool you have discover this year http //t.co/b6prmla0d1
text-query-tweets2021-04-02.json,"EX should orient towards employee support and growth. With an overall 95% rating on Glassdoor @mondaydotcom is a worthy best practice case study of great EX. 

Visit : https://t.co/ojCc8lz6Df",Positive,ex should orient towards employee support and growth with an overall 95 rating on glassdoor mondaydotcom be a worthy best practice case study of great ex visit http //t.co/ojcc8lz6df
text-query-tweets2021-04-02.json,"Parabéns #ELONGATE por vencer a enquete Moonshot Monday com 41% dos votos!
#moonshotmonday #satoshistreetbets",Negative,parabéns elongate por vencer a enquete moonshot monday com 41 dos votos moonshotmonday satoshistreetbets
text-query-tweets2021-04-02.json,"One of my team members will mange your project on https://t.co/HueLWGtvtq
https://t.co/y6oNmMDAJY
#エイプリルフール
#AprilFoolsDay
#AskBruno
#Happy #New #Month
#マッチング
#1Nisan
#嘘か本当かわからないことを言う
#DadasahebPhalkeAward
#東海大相模
#Aprilscherz https://t.co/42mHJntkFN",Positive,one of my team member will mange your project on http //t.co/huelwgtvtq http //t.co/y6onmmdajy エイプリルフール aprilfoolsday askbruno happy new month マッチング 1nisan 嘘か本当かわからないことを言う dadasahebphalkeaward 東海大相模 aprilscherz http //t.co/42mhjntkfn
text-query-tweets2021-04-22.json,@sweatystartup https://t.co/G0p9c8cXpF is the best,Positive,sweatystartup http //t.co/g0p9c8cxpf be the best
text-query-tweets2021-04-22.json,@ausThinker Thanks for this feedback! Would love to hear more about how you'd like to use https://t.co/Ba0uUEo5an with JIRA. Do you mind sending us a DM? https://t.co/klOHd1jTHC,Positive,austhinker thanks for this feedback would love to hear more about how you 'd like to use http //t.co/ba0uueo5an with jira do you mind send us a dm http //t.co/klohd1jthc
text-query-tweets2021-04-22.json,@wallsfinity to com um leve medo das pessoas darem mais atenção pra isso do que o resto... tipo monday com o nu do seb,Positive,wallsfinity to com um leve medo da pessoas darem mais atenção pra isso do que o resto ... tipo monday com o nu do seb
text-query-tweets2021-04-22.json,"@sweatystartup https://t.co/ltshtfsbqF

I use it for all projects and have set up infrastructure for several developers using it to manage everything from incoming leads to capex to managing vendors and even full multi-property portfolios. 

Very easy to tailor for specific team SOPs.",Negative,sweatystartup http //t.co/ltshtfsbqf i use it for all project and have set up infrastructure for several developer use it to manage everything from incoming lead to capex to manage vendor and even full multi-property portfolio very easy to tailor for specific team sops
text-query-tweets2021-04-22.json,"@ali_heston If I'm making a physical list, I like the Field Notes notebook with the spiral at the top.  
If I'm making a digital list, I usually use https://t.co/nS8u1m3c1b or Notepad on my Iphone.",Positive,ali_heston if i 'm make a physical list i like the field notes notebook with the spiral at the top if i 'm make a digital list i usually use http //t.co/ns8u1m3c1b or notepad on my iphone
text-query-tweets2021-04-22.json,"The success of a project depends on a clearly defined structure. Not having a plan would be like building a house without a blueprint — possible, but incredibly difficult with tons of room for error. https://t.co/FxxbiQCaOo",Negative,the success of a project depend on a clearly defined structure not have a plan would be like build a house without a blueprint — possible but incredibly difficult with ton of room for error http //t.co/fxxbiqcaoo
text-query-tweets2021-04-22.json,"Ain't I Equal on Twitter
My twits are being attached to https://t.co/u07IwXPvyD and Penny Hoarder.  Who are these entities that I am being attached to them?  Why",Negative,ai n't i equal on twitter my twit be be attach to https //t.co/u07iwxpvyd and penny hoarder who be these entity that i be be attach to them why
text-query-tweets2021-04-22.json,Free Speech is absolutely essential to Democracy.  https://t.co/u07IwXPvyD and Penny Hoarder would stop me from tweeting on twitter because I complimented the President of the United States of America. I am a citizen of the United States of America and ain't I equal too.,Positive,free speech be absolutely essential to democracy http //t.co/u07iwxpvyd and penny hoarder would stop me from tweet on twitter because i compliment the president of the united states of america i be a citizen of the united states of america and ai n't i equal too
text-query-tweets2021-04-22.json,Free Speech is absolutely essential to Democracy.  https://t.co/u07IwXPvyD and Penny Hoarder would stop me from tweeting on twitter because I complimented the President of the United States of America. I am a citizen of the United States of America and ain't I equal too.,Positive,free speech be absolutely essential to democracy http //t.co/u07iwxpvyd and penny hoarder would stop me from tweet on twitter because i compliment the president of the united states of america i be a citizen of the united states of america and ai n't i equal too
text-query-tweets2021-04-22.json,Hitler would stop Jews and Blacks from Voting.  https://t.co/u07IwXPvyD and Penny Hoarder would stop Blacks from tweeting.,Negative,hitler would stop jews and blacks from voting http //t.co/u07iwxpvyd and penny hoarder would stop blacks from tweet
text-query-tweets2021-04-22.json,Penny Hoarder and https://t.co/u07IwXPvyD are trying to stop free speech.,Negative,penny hoarder and http //t.co/u07iwxpvyd be try to stop free speech
text-query-tweets2021-04-22.json,"Penny Hoarder and https://t.co/u07IwXPvyD, I appreciate Joe Biden's compassion and encouragement and you can't do nothing about it.",Positive,penny hoarder and http //t.co/u07iwxpvyd i appreciate joe biden 's compassion and encouragement and you ca n't do nothing about it
text-query-tweets2021-04-22.json,"https://t.co/u07IwXPvyD is attached to Pennyhoarder, apparently.  Hackers",Positive,http //t.co/u07iwxpvyd be attach to pennyhoarder apparently hackers
text-query-tweets2021-04-22.json,https://t.co/6zw35Og4H6 is a threat to free speech all over the world.  It is hacking my posts.,Positive,http //t.co/6zw35og4h6 be a threat to free speech all over the world it be hack my post
text-query-tweets2021-04-22.json,Apparent the hacker is attached to https://t.co/6zw35Og4H6 because it continue to attach my post to https://t.co/6zw35Og4H6,Positive,apparent the hacker be attach to https //t.co/6zw35og4h6 because it continue to attach my post to https //t.co/6zw35og4h6
text-query-tweets2021-04-22.json,Enroll anytime at https://t.co/bMONcNEtSz https://t.co/XRGoNquiSB,Positive,enroll anytime at http //t.co/bmoncnetsz http //t.co/xrgonquisb
text-query-tweets2021-04-22.json,So the hacker is attaching all my message regarding President Biden's to unrelated messages like https://t.co/u07IwXPvyD.,Positive,so the hacker be attach all my message regard president biden 's to unrelated message like http //t.co/u07iwxpvyd
text-query-tweets2021-04-22.json,"Is your team working from home? Use monday .com. Here’s a link to a Free 14 day trial.

https://t.co/23StdNlovF",Positive,is your team work from home use monday .com here ’ s a link to a free 14 day trial http //t.co/23stdnlovf
text-query-tweets2021-04-22.json,"Check out this detailed comparison of https://t.co/IG2aACZJGS and ContentCal to help you decide which is right for your business.

https://t.co/C67YNoyltb via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/ig2aaczjgs and contentcal to help you decide which be right for your business http //t.co/c67ynoyltb via contentcal_io
text-query-tweets2021-04-22.json,"➡ APPLY: https://t.co/p70EgXjxg3 ⬅

📅 : 5/18/21 📍 : virtual 💰 : $100,000 investment
🤩 : early-stage tech startups in Southeastern US
🎯 : https://t.co/2tMK6N5AI1

What're you waiting for? 👀 Apply now or tag a brilliant founder who needs funding!",Positive,"➡ apply http //t.co/p70egxjxg3 ⬅ 📅 5/18/21 📍 virtual 💰 100,000 investment 🤩 early-stage tech startup in southeastern us 🎯 http //t.co/2tmk6n5ai1 what 're you wait for 👀 apply now or tag a brilliant founder who need funding"
text-query-tweets2021-04-22.json,"Una pésima costumbre de empresas tecnológicas como @Zoom , #monday.com y @linkedin es ofrecer paquetes y esconder precios. Nunca sabes cuánto te cobrarán hasta que te hacen el cargo. Encontrar el precio antes es todo un safari.",Negative,una pésima costumbre de empresas tecnológicas como zoom monday.com y linkedin es ofrecer paquetes y esconder precios nunca sabes cuánto te cobrarán hasta que te hacen el cargo encontrar el precio ante es todo un safari
text-query-tweets2021-04-22.json,@ausThinker We'd love to discuss what kind of team-managed projects you would like to see on https://t.co/Ba0uUE6tLN!,Positive,austhinker we 'd love to discuss what kind of team-managed project you would like to see on http //t.co/ba0uue6tln
text-query-tweets2021-04-22.json,@mondaydotcom ...Hi! I am from https://t.co/qxWpQ0e4vU,Positive,mondaydotcom ... hi i be from http //t.co/qxwpq0e4vu
text-query-tweets2021-04-22.json,"@vmarquetvienne @OfficeClimate Oui tout à fait, gratuitement ! Voici le lien : https://t.co/zQJ2MHiK7O
😊",Positive,vmarquetvienne officeclimate oui tout à fait gratuitement voici le lien http //t.co/zqj2mhik7o 😊
text-query-tweets2021-04-22.json,"Birlikte Çalışabilen Ekipler; Yönet, Bütünleştir, Otomatikleştir!

https://t.co/OLTWzdhvEm, Omni Factors, Partneri olan Sayın Ali Demir 

Buradan Katılabilirsiniz; https://t.co/UumphZ2Vwd

#itforumcxo #itforum #omnifactors #innovation #event  #21nisan2021 https://t.co/g26x3N5ZfD",Positive,birlikte çalışabilen ekipler yönet bütünleştir otomatikleştir http //t.co/oltwzdhvem omni factors partneri olan sayın ali demir buradan katılabilirsiniz http //t.co/uumphz2vwd itforumcxo itforum omnifactors innovation event 21nisan2021 http //t.co/g26x3n5zfd
text-query-tweets2021-04-22.json,"@tkennedysa @Craig_Stack @ruark @clickup I almost felt bad when I told Katie to dial it down.
Interestingly, once she buggers off it gets significantly better. using ClickUp cause it can be free for life (vs/ https://t.co/I3KlEzrovB which costs)",Negative,tkennedysa craig_stack ruark clickup i almost felt bad when i tell katie to dial it down interestingly once she bugger off it get significantly good use clickup cause it can be free for life vs/ http //t.co/i3klezrovb which cost
text-query-tweets2021-04-22.json,"On avance bien dans l'étude de vos candidatures et honnêtement, il y a des pépites ! 👊🔥 

Pour les personnes qui hésitaient encore, il est toujours possible de postuler ici : https://t.co/IB3zeJPAUF https://t.co/AbTVWjIykK",Negative,on avance bien dans l'étude de vos candidature et honnêtement il y a des pépites 👊🔥 pour les personnes qui hésitaient encore il est toujours possible de postuler ici http //t.co/ib3zejpauf http //t.co/abtvwjiykk
text-query-tweets2021-04-22.json,"Birlikte Çalışabilen Ekipler; Yönet, Bütünleştir, Otomatikleştir!

https://t.co/OLTWzdhvEm, @OmniFactors, Partneri olan Sayın Ali Demir Sunumu devam ediyor.

Buradan Katılabilirsiniz; https://t.co/UumphZ2Vwd

#itforumcxo #itforum #omnifactors #monday https://t.co/LcZvAFvXmf",Negative,birlikte çalışabilen ekipler yönet bütünleştir otomatikleştir http //t.co/oltwzdhvem omnifactors partneri olan sayın ali demir sunumu devam ediyor buradan katılabilirsiniz http //t.co/uumphz2vwd itforumcxo itforum omnifactors monday http //t.co/lczvafvxmf
text-query-tweets2021-04-22.json,7 raisons de gérer des projets marketing en équipe avec https://t.co/mqGtQn4gZE https://t.co/UXgO9xvs2r via @BlogModerateur,Positive,7 raisons de gérer de projets market en équipe avec http //t.co/mqgtqn4gze http //t.co/uxgo9xvs2r via blogmoderateur
text-query-tweets2021-04-22.json,@mondaydotcom monday. com = shit,Negative,mondaydotcom monday com shit
text-query-tweets2021-04-22.json,"Seeking a digital project manager, must know https://t.co/LCikrO8S70 very well",Negative,seeking a digital project manager must know http //t.co/lcikro8s70 very well
text-query-tweets2021-04-22.json,E vamos de assistir Monday com chocolate quente,Negative,e vamos de assistir monday com chocolate quente
text-query-tweets2021-04-22.json,"@RachelSkaggs Teams looks good on paper, but is limited.  https://t.co/swj0uTY2eg and Slack have many great features.",Negative,rachelskaggs teams look good on paper but be limited http //t.co/swj0uty2eg and slack have many great feature
text-query-tweets2021-04-22.json,What’s our secret to efficiency &amp; a healthy llama farm? @mondaydotcom + Microsoft teams. Find out what partnering with them has helped us achieve https://t.co/rFunYhSjsF,Positive,what ’ s our secret to efficiency amp a healthy llama farm mondaydotcom microsoft team find out what partner with them have help us achieve http //t.co/rfunyhsjsf
text-query-tweets2021-04-22.json,"@djkalbert @NotionHQ @clickup @trello @todoist @Anydo @Wunderlist @TickTickTeam disappointed to see @clickup hasn't made more progress here, they usually roll out updates and new features quickly, so i hope they're doing a structural overhaul. @mondaydotcom may be better?
https://t.co/l8GUDFScGM",Positive,djkalbert notionhq clickup trello todoist anydo wunderlist ticktickteam disappoint to see clickup have n't make more progress here they usually roll out update and new feature quickly so i hope they 're do a structural overhaul mondaydotcom may be good http //t.co/l8gudfscgm
text-query-tweets2021-04-22.json,"Access Dunia are organizing a Oxford Medicine Online Webinar for Oxford Medicine:

Date: 4th May 2021 (Tuesday)
Time: 2:30 pm (MYT)
Speaker: Sumita Sen (Regional Customer Trainer)

For registration please scan QR code or go to https://t.co/Q7BUuO0jQ4 https://t.co/SBd2Z7pGIY",Negative,access dunia be organize a oxford medicine online webinar for oxford medicine date 4th may 2021 tuesday time 2:30 pm myt speaker sumita sen regional customer trainer for registration please scan qr code or go to https //t.co/q7buuo0jq4 http //t.co/sbd2z7pgiy
text-query-tweets2021-04-22.json,"Access Dunia are organizing a Health Research Premium Webinar for ProQuest:

Date: 27th April 2021 (Tuesday)
Time: 10:00 am (MYT)
Speaker: Henry Lok (Senior Account Manager Southeast Asia)

For registration please scan QR code or go to https://t.co/x6bHNztbj6 https://t.co/tJYKSHCgQ9",Negative,access dunia be organize a health research premium webinar for proquest date 27th april 2021 tuesday time 10:00 be myt speaker henry lok senior account manager southeast asia for registration please scan qr code or go to https //t.co/x6bhnztbj6 http //t.co/tjykshcgq9
text-query-tweets2021-04-18.json,Por favor Google. No quiero usar ni https://t.co/6FdCKMnywV ni E-toro,Negative,por favor google no quiero usar ni http //t.co/6fdckmnywv ni e-toro
text-query-tweets2021-04-18.json,"https://t.co/Db4j6yhzBN vs. Smartsheet Ratings, Compared https://t.co/HxYbMhhio8 #Security",Negative,http //t.co/db4j6yhzbn vs. smartsheet ratings compared http //t.co/hxybmhhio8 security
text-query-tweets2021-04-18.json,"MyFuture+ is an innovative online career planning and preparation programme for clients, jobseekers and learners currently in the process of rolling out nationally to services in Guidance &amp; client support in Ireland. Book your online overview here: https://t.co/mhngRX3yjL https://t.co/VV5XF6qqeM",Positive,myfuture+ be an innovative online career planning and preparation programme for client jobseekers and learner currently in the process of roll out nationally to service in guidance amp client support in ireland book your online overview here http //t.co/mhngrx3yjl http //t.co/vv5xf6qqem
text-query-tweets2021-04-18.json,"It's been lovely chatting to so many Guidance Counsellors at the @Instgc conference today - we have a booking form for you to sign up to one of our upcoming REACH+ workshops below - we welcome any 2nd Level GCs who are interested to come along: 
https://t.co/Y2naS1PG4c https://t.co/Z5McJSAiAo",Positive,it 's be lovely chat to so many guidance counsellors at the instgc conference today we have a booking form for you to sign up to one of our upcoming reach+ workshop below we welcome any 2nd level gcs who be interested to come along http //t.co/y2nas1pg4c http //t.co/z5mcjsaiao
text-query-tweets2021-04-18.json,"Work OS: a platform for the future of work.
https://t.co/mVkhOPwKeO
#kyototechnologies #kyotohealth #monday.com #workos #projetmanagement #taskmanagement #marketingmanagement",Positive,work os a platform for the future of work http //t.co/mvkhopwkeo kyototechnologies kyotohealth monday.com workos projetmanagement taskmanagement marketingmanagement
text-query-tweets2021-04-18.json,"Check out this detailed comparison of https://t.co/CuT0yqPQ5u and ContentCal to help you decide which is right for your business.

https://t.co/YIPc4SuXJW via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/cut0yqpq5u and contentcal to help you decide which be right for your business http //t.co/yipc4suxjw via contentcal_io
text-query-tweets2021-04-18.json,"These guys switched from @trello and haven't looked back. What will you switch from? #trello, #asana, #monday.com #jira? Upgrade today to the #nextgen system for #Projectmanagement and real time #communications. https://t.co/bHI9E0JXzG https://t.co/3Ywa8O4E9r",Positive,these guy switch from trello and have n't look back what will you switch from trello asana monday.com jira upgrade today to the nextgen system for projectmanagement and real time communication http //t.co/bhi9e0jxzg http //t.co/3ywa8o4e9r
text-query-tweets2021-04-18.json,@mondaydotcom Is https://t.co/yOF4A8ckPn a software built in America and made for America cuz I'm tired of the Monopolies? Anyone answer this without me googling it and getting fed lies or bias?,Negative,mondaydotcom is https //t.co/yof4a8ckpn a software build in america and make for america cuz i 'm tired of the monopolies anyone answer this without me google it and get feed lie or bias
text-query-tweets2021-04-21.json,7 raisons de gérer des projets marketing en équipe avec https://t.co/EtSzfbxPoU https://t.co/82WJaMPCud https://t.co/wxljZ8LCKq,Negative,7 raisons de gérer de projets market en équipe avec http //t.co/etszfbxpou http //t.co/82wjampcud http //t.co/wxljz8lckq
text-query-tweets2021-04-21.json,"@mondaydotcom thank you, https://t.co/AuHeE4x3T9",Positive,mondaydotcom thank you http //t.co/auhee4x3t9
text-query-tweets2021-04-21.json,"Project and team management tools are your best chance to harness the chaos into calendars and workflows that help you thrive.

https://t.co/XpKy04Nrgx",Positive,project and team management tool be your best chance to harness the chaos into calendar and workflows that help you thrive http //t.co/xpky04nrgx
text-query-tweets2021-04-21.json,i love https://t.co/AuHeE4OFhJ https://t.co/kHFpZai8yo,Positive,i love http //t.co/auhee4ofhj http //t.co/khfpzai8yo
text-query-tweets2021-04-21.json,"@mondaydotcom  I want to create a ""How https://t.co/zoh7zY2vtu Was Made"" course. Do you have any mp4 content to provide? Full attribution will be provided.",Positive,mondaydotcom i want to create a `` how http //t.co/zoh7zy2vtu was made '' course do you have any mp4 content to provide full attribution will be provide
text-query-tweets2021-04-21.json,As a VA one of the main apps that I use is Toggl Track as it allows me to track my time and is a transparent way of showing my clients which tasks/projects I am working on and which ones are more time consuming. Some of the other a…https://t.co/yuRIiKaxo2 https://t.co/dXdf2eNWZO,Negative,as a va one of the main apps that i use be toggl track as it allow me to track my time and be a transparent way of show my client which tasks/projects i be work on and which one be more time consuming some of the other a…https //t.co/yuriikaxo2 http //t.co/dxdf2enwzo
text-query-tweets2021-04-21.json,"Recuerden que este jueves tenemos curso. “Costo de las demandas laborales”, impartido por las Maestras Karla Rojas y Kenia Aguilar. Inscripciones abiertas en el siguiente link. https://t.co/fWxmcZenHD https://t.co/Rc4vkgpaea",Negative,recuerden que este jueves tenemos curso “ costo de las demandas laborales ” impartido por la maestras karla rojas y kenia aguilar inscripciones abiertas en el siguiente link http //t.co/fwxmczenhd http //t.co/rc4vkgpaea
text-query-tweets2021-04-21.json,Calling students interested in learning about health care to attend a four-part module series designed to enhance learning and explore opportunities in the field. Participants will receive a certificate of completion if they attend all four modules. RSVP: https://t.co/EsLS2wQCSk. https://t.co/Pyi7z111AI,Positive,calling student interested in learn about health care to attend a four-part module series design to enhance learning and explore opportunity in the field participants will receive a certificate of completion if they attend all four module rsvp http //t.co/esls2wqcsk http //t.co/pyi7z111ai
text-query-tweets2021-04-21.json,Is it just me or does anyone else think https://t.co/91LPQx7j7z is an absolutely terrible UI/UX that's hard to grok? Clearly it's popular but I just .. don't get it.,Negative,is it just me or do anyone else think http //t.co/91lpqx7j7z be an absolutely terrible ui/ux that 's hard to grok clearly it 's popular but i just .. do n't get it
text-query-tweets2021-04-21.json,"Convinced that Israeli tech is a bizarre mixture of truly groundbreaking innovation and some very overhyped (and probably overfunded) companies. In the latter (IMO): Wix, Payoneer, https://t.co/R7wRW5CxEn. Among others.",Negative,convinced that israeli tech be a bizarre mixture of truly groundbreaking innovation and some very overhyped and probably overfunded company in the latter imo wix payoneer http //t.co/r7wrw5cxen among others
text-query-tweets2021-04-21.json,"BDM: 7 raisons de gérer des projets marketing en équipe avec https://t.co/VfvQeNElpN.
https://t.co/QHi1sueGTm

via @GoogleNews",Positive,bdm 7 raisons de gérer de projets market en équipe avec http //t.co/vfvqenelpn http //t.co/qhi1suegtm via googlenews
text-query-tweets2021-04-21.json,"@MyrtilleGardet @OfficeClimate @Edu_MNHN @EEMCP2_AEFE_ZAN @AEFE_SPC_ZESE @AEFE_SVT_ZESE @avriljpi @eduscol_PC @eduscol_SVT @CQFD_Lamap @Agenda2030FR @Flore_Trouillet Actuellement, on a aussi lancé une newsletter (environ 2/mois) qui recense du contenu sur ces thèmes. C'est par ici pour s'inscrire : https://t.co/GK13D9hHsO 🙂",Positive,myrtillegardet officeclimate edu_mnhn eemcp2_aefe_zan aefe_spc_zese aefe_svt_zese avriljpi eduscol_pc eduscol_svt cqfd_lamap agenda2030fr flore_trouillet actuellement on a aussi lancé une newsletter environ 2/mois qui recense du contenu sur ce thèmes c'est par ici pour s'inscrire http //t.co/gk13d9hhso 🙂
text-query-tweets2021-04-21.json,"Check out this detailed comparison of https://t.co/2T7zHliPKr and ContentCal to help you decide which is right for your business.

https://t.co/p8holTbt6t via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/2t7zhlipkr and contentcal to help you decide which be right for your business http //t.co/p8holtbt6t via contentcal_io
text-query-tweets2021-04-21.json,@daddyiwantapony Congratulations on completing your course 🎉We'd like to feature your story on social media to inspire others. If interested please complete this form: https://t.co/n2Ata5aL0x #ThisIsFutureLearning,Positive,daddyiwantapony congratulations on complete your course 🎉we 'd like to feature your story on social medium to inspire others if interested please complete this form http //t.co/n2ata5al0x thisisfuturelearning
text-query-tweets2021-04-21.json,@thiagovares Congratulations on completing your course 🎉We'd like to feature your story on social media to inspire others. If interested please complete this form: https://t.co/n2Ata5aL0x #ThisIsFutureLearning,Positive,thiagovares congratulations on complete your course 🎉we 'd like to feature your story on social medium to inspire others if interested please complete this form http //t.co/n2ata5al0x thisisfuturelearning
text-query-tweets2021-04-21.json,@mrpowerteaches Congratulations on completing your course 🎉We'd like to feature your story on social media to inspire others. If interested please complete this form: https://t.co/n2Ata5aL0x #ThisIsFutureLearning,Positive,mrpowerteaches congratulations on complete your course 🎉we 'd like to feature your story on social medium to inspire others if interested please complete this form http //t.co/n2ata5al0x thisisfuturelearning
text-query-tweets2021-04-21.json,@CilmaraLion Congratulations on completing your course 🎉We'd like to feature your story on social media to inspire others. If interested please complete this form: https://t.co/n2Ata5aL0x #ThisIsFutureLearning,Positive,cilmaralion congratulations on complete your course 🎉we 'd like to feature your story on social medium to inspire others if interested please complete this form http //t.co/n2ata5al0x thisisfuturelearning
text-query-tweets2021-04-21.json,@MarceldeAlarcn1 Congratulations on completing your course 🎉We'd like to feature your story on social media to inspire others. If interested please complete this form: https://t.co/n2Ata5aL0x #ThisIsFutureLearning,Positive,marceldealarcn1 congratulations on complete your course 🎉we 'd like to feature your story on social medium to inspire others if interested please complete this form http //t.co/n2ata5al0x thisisfuturelearning
text-query-tweets2021-04-21.json,https://t.co/MWbVh6O1h6 Werbung meine Impfe,Negative,http //t.co/mwbvh6o1h6 werbung meine impfe
text-query-tweets2021-04-21.json,"Eben erfahren,d ass https://t.co/MWbVh6O1h6 auch eine CRM-Lösung anbietet ubd das ändert natürlich ALLES",Negative,eben erfahren d as http //t.co/mwbvh6o1h6 auch eine crm-lösung anbietet ubd da ändert natürlich alles
text-query-tweets2021-04-21.json,7 raisons de gérer des projets marketing en équipe avec https://t.co/LrH52vDlLe https://t.co/lOczK8Fj76,Negative,7 raisons de gérer de projets market en équipe avec http //t.co/lrh52vdlle http //t.co/loczk8fj76
text-query-tweets2021-04-21.json,7 raisons de gérer des projets marketing en équipe avec https://t.co/bcyPkMFcGY https://t.co/XVaAj5kgUa https://t.co/DD8MAMuKXw,Negative,7 raisons de gérer de projets market en équipe avec http //t.co/bcypkmfcgy http //t.co/xvaaj5kgua http //t.co/dd8mamukxw
text-query-tweets2021-04-21.json,@Samirkaji I love https://t.co/AK1mV80yoI personally.  I use it with slack and HubSpot. Automations are great and it integrates with most other platforms well.  I’ll buy stock when the IPO drops. That’s how much I like them.,Positive,samirkaji i love http //t.co/ak1mv80yoi personally i use it with slack and hubspot automations be great and it integrate with most other platform well i ’ ll buy stock when the ipo drop that ’ s how much i like them
text-query-tweets2021-04-21.json,"Trello &amp; https://t.co/KoRDLPKW3D are popular, yet different, #projectmanagement tools. 

Learn how they fared when @togglplan compared them for:
• Ease of use
• Planning features
• Task mgmt features
• Team mgmt features
• And, pricing

https://t.co/gUtIEQoWS8
#BizStrat",Positive,trello amp http //t.co/kordlpkw3d be popular yet different projectmanagement tool learn how they fare when togglplan compare them for • ease of use • planning feature • task mgmt feature • team mgmt feature • and price http //t.co/gutieqows8 bizstrat
text-query-tweets2021-04-21.json,"@Samirkaji Same for a while....I am now on Monday . com BUT full disclosure my email and calendar are a hot mess.

So the answer is, No I have not ....",Negative,samirkaji same for a while .... i be now on monday com but full disclosure my email and calendar be a hot mess so the answer be no i have not ....
text-query-tweets2021-04-17.json,não estou preparada pros gatilhos que irei receber assistindo Monday com o sebastian 🤚🏻,Negative,não estou preparada pro gatilhos que irei receber assistindo monday com o sebastian 🤚🏻
text-query-tweets2021-04-17.json,"@RutaDestr0y Hay alguna de esas que este bien hecha? Trabaje con https://t.co/zV1Pw0cE0Z, Trello, jira, Basecamp.. y seguramente alguna más. Y las odio a todas",Negative,rutadestr0y hay alguna de esas que este bien hecha trabaje con http //t.co/zv1pw0ce0z trello jira basecamp .. y seguramente alguna más y las odio a toda
text-query-tweets2021-04-17.json,"vou assistir monday com meu inglês mixuruca
odin abençoe a pirataria",Positive,vou assistir monday com meu inglês mixuruca odin abençoe a pirataria
text-query-tweets2021-04-17.json,Desesperada pra assistir monday com o número frontal do sebastian. Tô mesmo admito,Negative,desesperada pra assistir monday com o número frontal do sebastian tô mesmo admito
text-query-tweets2021-04-17.json,irei ver monday com 0 expectativas pois vi uma galera falando mal,Positive,irei ver monday com 0 expectativas poi vi uma galera falando mal
text-query-tweets2021-04-17.json,"Changes to tasks are immediately seen by anyone on the tool. This is really helpful during team meetings when tasks and dates are being updated. Also great for training.

https://t.co/B5onyRhXy3",Positive,changes to task be immediately see by anyone on the tool this be really helpful during team meeting when task and date be be update also great for training http //t.co/b5onyrhxy3
text-query-tweets2021-04-17.json,"Read about how you can use https://t.co/MjvGMKth92 to unlock your full potential and take your school, work and life organization to the next level on our blog: https://t.co/mkITweOcUC https://t.co/c5l8M7ij47",Positive,read about how you can use http //t.co/mjvgmkth92 to unlock your full potential and take your school work and life organization to the next level on our blog http //t.co/mkitweocuc http //t.co/c5l8m7ij47
text-query-tweets2021-04-17.json,"In the past week, I've learned how to use Klaviyo, https://t.co/klZRGiOfY1, and Slack. I'm an office nerd now.",Positive,in the past week i 've learn how to use klaviyo http //t.co/klzrgiofy1 and slack i 'm an office nerd now
text-query-tweets2021-04-17.json,Como assistir Monday com p1r4taria https://t.co/5GDuEK3J2R,Positive,como assistir monday com p1r4taria http //t.co/5gduek3j2r
text-query-tweets2021-04-17.json,"non ho ancora visto Monday, com’è?",Positive,non ho ancora visto monday com ’ è
text-query-tweets2021-04-17.json,"Consider what a typical project involves — running meetings, planning schedules, managing resources, and analyzing reports just to name a few. Struggling to handle it all? Perhaps you need the right team management software. https://t.co/EoHxmYBFgp #teammanagement teamwork",Negative,consider what a typical project involve — run meeting plan schedule managing resource and analyze report just to name a few struggling to handle it all perhaps you need the right team management software http //t.co/eohxmybfgp teammanagement teamwork
